4.445709417507092143e-01,7.157470842863542515e-01,1.000000000000000000e+00
5.027787525092214382e-01,9.567475933072475680e-01,1.000000000000000000e+00
6.152545734642762554e-01,9.536599623823226457e-01,1.000000000000000000e+00
1.014881565460713508e-01,8.725561520610292110e-02,0.000000000000000000e+00
4.350118605971564634e-02,3.951507584675038043e-01,1.000000000000000000e+00
5.356041734976563218e-01,9.537422269448666556e-01,0.000000000000000000e+00
3.508719013016404764e-01,5.509779053244192593e-01,1.000000000000000000e+00
8.361857276979363096e-01,1.689475584179390699e-01,0.000000000000000000e+00
4.236489364382932665e-01,1.407413554170169334e-01,1.000000000000000000e+00
9.916711272492545470e-01,4.632129618386249259e-01,0.000000000000000000e+00
5.641078118839660815e-01,2.079750163830276222e-01,0.000000000000000000e+00
9.407954115625158931e-01,2.159161928095915117e-01,0.000000000000000000e+00
5.316683919455353902e-01,4.476696205302488352e-02,0.000000000000000000e+00
9.938520114212728851e-01,9.705803133771735425e-01,0.000000000000000000e+00
1.313946054794438156e-01,3.466300149902640237e-01,1.000000000000000000e+00
5.691405320556354175e-01,8.051315402557015499e-01,1.000000000000000000e+00
2.008423437754454088e-01,3.883341821147591189e-01,1.000000000000000000e+00
2.046486340378425028e-01,6.192709663506636986e-01,1.000000000000000000e+00
7.021622659497585017e-01,1.980956281494338223e-01,0.000000000000000000e+00
2.085024945255224971e-01,8.673815371565234411e-01,1.000000000000000000e+00
