6.784215098218826512e-01,3.327599576169492090e-01,0.000000000000000000e+00
4.462849674538118538e-01,2.332643588225513653e-01,0.000000000000000000e+00
5.027787525092214382e-01,9.567475933072475680e-01,1.000000000000000000e+00
6.152545734642762554e-01,9.536599623823226457e-01,1.000000000000000000e+00
4.350118605971564634e-02,3.951507584675038043e-01,1.000000000000000000e+00
1.200397921774140064e-01,8.389025945590006250e-01,1.000000000000000000e+00
6.942391189527604700e-01,1.397634990477656380e-01,0.000000000000000000e+00
9.431707226672082500e-01,5.568601662432532962e-01,0.000000000000000000e+00
6.084421578050496215e-01,8.262498284341579513e-01,1.000000000000000000e+00
2.208379150614618869e-01,9.184586465896005247e-01,1.000000000000000000e+00
6.438419341481950164e-01,6.614813267154413534e-01,1.000000000000000000e+00
9.407954115625158931e-01,2.159161928095915117e-01,0.000000000000000000e+00
4.197354613068207119e-01,5.401915156671308615e-01,1.000000000000000000e+00
3.318737125398758536e-01,4.814581623460332249e-01,1.000000000000000000e+00
3.869003430123681975e-01,8.551196608041905511e-01,1.000000000000000000e+00
7.306802005261155974e-01,8.034141641594489958e-01,1.000000000000000000e+00
