0.000000000000000000e+00 5.794910622484608531e+00 -4.634274980321357873e+00 1.694873274172061065e+04
1.000000000000000000e+01 5.832376709801783932e+01 4.178300706386868058e+01 1.690511551152853644e+04
2.000000000000000000e+01 1.282235931241791889e+02 1.172483280285177614e+02 1.687159067526201761e+04
3.000000000000000000e+01 1.925458835493856498e+02 1.832496772112738199e+02 1.677646356312723947e+04
4.000000000000000000e+01 2.523443253067846967e+02 2.290154675017931822e+02 1.669037515715989866e+04
5.000000000000000000e+01 3.042314176707287743e+02 2.910790042616385449e+02 1.661505547857817510e+04
6.000000000000000000e+01 3.724326678892675204e+02 3.419963665643162471e+02 1.652017356560949702e+04
7.000000000000000000e+01 4.334779696161233460e+02 3.994226898791927738e+02 1.649978188466374195e+04
8.000000000000000000e+01 4.926037685044129830e+02 4.615389128761840425e+02 1.642194348200040986e+04
9.000000000000000000e+01 5.574485053365162912e+02 5.255519852239884813e+02 1.638379324874750637e+04
1.000000000000000000e+02 6.167411624470640845e+02 5.749526777434144833e+02 1.627311627297831546e+04
1.100000000000000000e+02 6.773292118523315821e+02 6.257246758140414613e+02 1.617460153389175503e+04
1.200000000000000000e+02 7.386009527247539381e+02 6.935470726248147457e+02 1.607029171989436691e+04
1.300000000000000000e+02 7.993104287115107809e+02 7.527031180954530782e+02 1.600606969287313041e+04
1.400000000000000000e+02 8.519146045420998234e+02 8.062496785391065259e+02 1.592028196330059654e+04
1.500000000000000000e+02 9.141049728639841305e+02 8.656945560091924108e+02 1.586116403520195490e+04
1.600000000000000000e+02 9.793368186882096325e+02 9.101030583610363465e+02 1.581742726739289355e+04
1.700000000000000000e+02 1.036624359991621077e+03 9.705376957675917993e+02 1.572409800348777753e+04
1.800000000000000000e+02 1.096237824208415532e+03 1.025849018168302791e+03 1.559259584786420237e+04
1.900000000000000000e+02 1.153010722651761171e+03 1.075340919945316273e+03 1.551294034743638804e+04
2.000000000000000000e+02 1.208741021140550629e+03 1.136203557049033407e+03 1.547328249420502652e+04
2.100000000000000000e+02 1.267692076595323670e+03 1.196917405312685332e+03 1.541470290394195217e+04
2.200000000000000000e+02 1.321616723241526188e+03 1.251953780632298958e+03 1.537549953017230837e+04
2.300000000000000000e+02 1.382515269531836793e+03 1.300308672021656548e+03 1.522907850216536099e+04
2.400000000000000000e+02 1.446860368649786096e+03 1.356277395579658560e+03 1.512434806787381240e+04
2.500000000000000000e+02 1.496839355133701702e+03 1.414283004056926529e+03 1.499564905410759820e+04
2.600000000000000000e+02 1.557154596519501183e+03 1.466504226673887615e+03 1.493214362760541553e+04
2.700000000000000000e+02 1.608059841446880910e+03 1.519704487000825566e+03 1.485916650391064286e+04
2.800000000000000000e+02 1.668520366339362454e+03 1.569327897995691728e+03 1.478552729627535882e+04
2.900000000000000000e+02 1.739188813312018056e+03 1.619489558355870713e+03 1.467032641200622129e+04
3.000000000000000000e+02 1.778726023188068211e+03 1.668229085596646883e+03 1.460579666083901793e+04
3.100000000000000000e+02 1.840803153489110173e+03 1.714231580392695378e+03 1.452740391453019947e+04
3.200000000000000000e+02 1.887745573695768826e+03 1.770594016252637630e+03 1.443092317391397592e+04
3.300000000000000000e+02 1.952336729642717273e+03 1.828101966804427775e+03 1.429673285048608705e+04
3.400000000000000000e+02 2.002823712682439464e+03 1.880142243034915964e+03 1.416649467673283107e+04
3.500000000000000000e+02 2.056600252834646653e+03 1.931181031830049733e+03 1.416631134813411336e+04
3.600000000000000000e+02 2.119552490107974336e+03 1.984574538020981208e+03 1.405181274995436070e+04
3.700000000000000000e+02 2.165109205771470442e+03 2.033194618421179484e+03 1.398011884844129781e+04
3.800000000000000000e+02 2.215546142658449298e+03 2.088263051338934474e+03 1.385350672947513885e+04
3.900000000000000000e+02 2.271828726754610670e+03 2.127912487651283755e+03 1.377695818867781782e+04
4.000000000000000000e+02 2.338311960779312358e+03 2.197514139124362373e+03 1.365717794366476846e+04
4.100000000000000000e+02 2.378675970186890027e+03 2.232835063282239844e+03 1.353404103236469564e+04
4.200000000000000000e+02 2.439652079409908765e+03 2.287914328806852154e+03 1.345553948957643479e+04
4.300000000000000000e+02 2.494153321686846539e+03 2.339079724769688255e+03 1.338779638516311934e+04
4.400000000000000000e+02 2.551436803204680473e+03 2.373694708963633275e+03 1.327879586468949674e+04
4.500000000000000000e+02 2.599017805454520385e+03 2.435806959733486565e+03 1.316893140558397317e+04
4.600000000000000000e+02 2.662708253587041327e+03 2.492923076671121180e+03 1.314087551255249491e+04
4.700000000000000000e+02 2.700770635786815092e+03 2.547006854297267637e+03 1.296762146591671080e+04
4.800000000000000000e+02 2.758152884447356882e+03 2.584591038178857616e+03 1.288777636336720934e+04
4.900000000000000000e+02 2.808589915929435392e+03 2.632211031103997357e+03 1.279729279221093748e+04
5.000000000000000000e+02 2.864882596535102493e+03 2.691309532864108405e+03 1.275147857678651417e+04
5.100000000000000000e+02 2.921540872528553791e+03 2.732574924273687429e+03 1.257335020703556620e+04
5.200000000000000000e+02 2.964481120761924558e+03 2.775659392687465242e+03 1.245210209490228408e+04
5.300000000000000000e+02 3.024029210265358415e+03 2.823608728360798978e+03 1.228843472294251842e+04
5.400000000000000000e+02 3.069890480631912396e+03 2.867784044359791551e+03 1.223292202918762268e+04
5.500000000000000000e+02 3.120018547875849890e+03 2.915662548215659172e+03 1.213444212666329076e+04
5.600000000000000000e+02 3.169576333638264714e+03 2.964410927743671436e+03 1.209109715970036268e+04
5.700000000000000000e+02 3.211171318078682816e+03 3.010100410572100373e+03 1.193760996479847563e+04
5.800000000000000000e+02 3.281758608604954134e+03 3.065149981916252273e+03 1.186330650413049079e+04
5.900000000000000000e+02 3.316801997280075739e+03 3.108334260087776329e+03 1.172935198672078513e+04
6.000000000000000000e+02 3.365834564725931614e+03 3.160281153811293734e+03 1.161830788660272810e+04
6.100000000000000000e+02 3.422445691145683668e+03 3.210655380640788280e+03 1.155231557310977951e+04
6.200000000000000000e+02 3.482491445227453823e+03 3.235348193939255452e+03 1.138257873265556736e+04
6.300000000000000000e+02 3.514453714318378388e+03 3.297764226789572604e+03 1.129264309431472429e+04
6.400000000000000000e+02 3.566541193043418843e+03 3.346064578328961034e+03 1.117867703166859974e+04
6.500000000000000000e+02 3.611202950440503173e+03 3.370772539791573308e+03 1.103649666614582020e+04
6.600000000000000000e+02 3.667228328755658822e+03 3.423284197172984022e+03 1.095088629342765671e+04
6.700000000000000000e+02 3.704783559334346137e+03 3.472520395422455294e+03 1.083784985650862473e+04
6.800000000000000000e+02 3.752912028204583294e+03 3.525053054142275869e+03 1.074628020723474583e+04
6.900000000000000000e+02 3.810999902690243289e+03 3.575237184695289216e+03 1.060281811490741529e+04
7.000000000000000000e+02 3.863073165217817859e+03 3.607612721040287397e+03 1.052765331474964842e+04
7.100000000000000000e+02 3.909025866161138765e+03 3.659591945415197642e+03 1.042238513565068206e+04
7.200000000000000000e+02 3.957793256157821816e+03 3.702810715140238699e+03 1.025035174497097978e+04
7.300000000000000000e+02 3.991513333965602669e+03 3.754433907505623665e+03 1.016746966672360941e+04
7.400000000000000000e+02 4.053127418415735519e+03 3.788046793323104339e+03 1.002874474816139627e+04
7.500000000000000000e+02 4.094588945422521647e+03 3.829637350523340046e+03 9.974837455980696177e+03
7.600000000000000000e+02 4.151775510245390251e+03 3.880368479531608045e+03 9.831903809918145271e+03
7.700000000000000000e+02 4.192791178764745382e+03 3.913750071765546636e+03 9.777349903946931590e+03
7.800000000000000000e+02 4.232968627674907111e+03 3.972875169104466750e+03 9.574741475885068212e+03
7.900000000000000000e+02 4.274476914199781277e+03 4.014229289577153850e+03 9.467188778129106140e+03
8.000000000000000000e+02 4.327605463068268364e+03 4.050827260297345219e+03 9.330292282747504942e+03
