3.212702557737788789e-01,2.743853772300210991e-01,1.000000000000000000e+00
4.903808251548822383e-01,7.409963730653139624e-01,1.000000000000000000e+00
5.082565136501320247e-01,4.949147035896751534e-01,1.000000000000000000e+00
5.909089423762035054e-01,6.924221626915528782e-01,1.000000000000000000e+00
3.892529395393200531e-01,5.848260726804059839e-01,1.000000000000000000e+00
6.794478896646258814e-01,2.795348903671605600e-01,1.000000000000000000e+00
4.693433070050043732e-01,4.410670872999775116e-01,1.000000000000000000e+00
5.796857328916673602e-01,4.916540005773060718e-01,1.000000000000000000e+00
5.016258349991414844e-01,4.756119437775478964e-01,1.000000000000000000e+00
6.280075200565454763e-01,4.878203516211021551e-01,1.000000000000000000e+00
5.317976746456550829e-01,5.076528471088307404e-01,1.000000000000000000e+00
3.932347492311421000e-01,6.573305133840484649e-01,1.000000000000000000e+00
6.421054015089353584e-01,6.945084864822573811e-01,1.000000000000000000e+00
4.878482098912796938e-01,2.913133501573398898e-01,1.000000000000000000e+00
5.040155418393933440e-01,7.298283373908440730e-01,1.000000000000000000e+00
4.878278321850385013e-01,6.020126095563014257e-01,1.000000000000000000e+00
6.193409396569983238e-01,2.760590123662137740e-01,1.000000000000000000e+00
6.277469399723746291e-01,4.849481248675938105e-01,1.000000000000000000e+00
6.569443038365074816e-01,3.090084046833542208e-01,1.000000000000000000e+00
4.432387977496865528e-01,6.791729199083630375e-01,1.000000000000000000e+00
5.106666036642235618e-01,4.583162028318143455e-01,1.000000000000000000e+00
5.208307794678881386e-01,4.890874305061330141e-01,1.000000000000000000e+00
5.039654862862951168e-01,5.038108581932460028e-01,1.000000000000000000e+00
4.814087728177802172e-01,4.925793160856574149e-01,1.000000000000000000e+00
6.357993773669818882e-01,4.779670840712512137e-01,1.000000000000000000e+00
5.182317966978368107e-01,4.712984874916382738e-01,1.000000000000000000e+00
4.917614863756697985e-01,4.987354068425197129e-01,1.000000000000000000e+00
5.979580686855546778e-01,2.958244778940748443e-01,1.000000000000000000e+00
6.137460359587977310e-01,5.330675139141075602e-01,1.000000000000000000e+00
3.592563175625040350e-01,3.256332706225977258e-01,1.000000000000000000e+00
4.026817567801325159e-01,5.946016436977314967e-01,1.000000000000000000e+00
4.067518091391862933e-01,5.976565516772975872e-01,1.000000000000000000e+00
4.648263459819806376e-01,3.609582328428863063e-01,1.000000000000000000e+00
6.346625556010554448e-01,4.543144318775979018e-01,1.000000000000000000e+00
