"y","x1","x2"
0,0.317609651293606,0.481847349833697
0,0.675790726370178,0.261055371374823
0,0.31953667209018,0.512747283210047
0,0.227566770697013,0.510840380191803
1,0.426073872298002,0.849967761943117
1,0.622062474163249,0.486707140924409
0,0.514979466726072,0.69018868226558
1,0.616975342063233,0.583019052864984
0,0.106661443109624,0.181079021818005
0,0.323746257880703,0.153263487457298
0,0.000795610575005412,0.529811620526016
1,0.433032290963456,0.457384314294905
1,0.726434718677774,0.792976305773482
0,0.613041235157289,0.579112008260563
1,0.555808748025447,0.828867928357795
0,0.116460249572992,0.349468714371324
0,0.228726686048321,0.353873606212437
1,0.480418980726972,0.436383989267051
1,0.592734804050997,0.708307391963899
1,0.512627467513084,0.405188748147339
1,0.657519291946664,0.884907130617648
0,0.620287196338177,0.149117815657519
0,0.356457034964114,0.0562352310167626
1,0.633897090982646,0.771368523407727
0,0.281739599234424,0.10462056233082
