y,x1,x2
1,2.58552881784386,2.3216511853631
1,1.89069668531895,1.66191158457734
1,2.60588745584039,0.122660221086852
1,2.63009855106839,1.44576827321929
1,1.71584025605663,1.34592366357111
1,1.883752193648,3.63196229962727
1,2.37062786425795,2.26520673558037
1,1.24946800549767,3.08272201062342
1,1.11364247875679,2.15602414440574
1,3.12071265166956,1.69834598644316
1,2.77962192455532,2.87093590159773
1,1.3556715707687,0.977107766118896
1,0.402290483303687,4.36211506594659
1,1.51835263630536,2.77808834976649
1,2.61212349265085,1.55337282435041
1,2.81187317855386,3.49657706974589
1,4.04919033740619,2.38914422538412
1,2.25427119281405,2.29824593148417
1,1.67591342126288,0.72266555582086
1,3.76773385087297,1.1384774381368
1,3.12851083359018,-0.625705968068006
1,0.939734447847469,3.34172029079094
1,2.85445172033055,2.83780291097774
1,0.586901222110805,3.19793502060014
1,2.58318765343569,0.576685185866096
1,1.4596139261379,3.95694436335361
1,2.05359027035745,2.2777538183091
1,1.32902346100606,2.57620323027484
1,2.69117127287488,2.36784204574098
1,4.14506502048029,-1.10504561676174
1,2.14959198061521,0.762537641134247
1,2.5533030755039,3.1002966750956
1,1.4131204056129,0.706554500698112
1,2.88813943265202,2.93593178137218
1,2.51685467066239,0.61948807456942
1,2.05461557532938,1.2931659220879
1,0.950647181043734,4.54295897274414
1,3.40270538286743,2.11496359089397
1,2.82625828715243,0.884056175718633
1,2.47624828075365,2.64631158433024
1,2.64538307420608,2.58069727833443
1,1.69563088730634,4.29742553842853
1,2.97122067303745,3.13134498870127
1,2.67204246901479,1.39728331450617
1,2.53652371671087,2.44609657306045
1,1.0360985209862,1.74142756256269
1,3.88694694202566,0.717200999144476
1,1.01936705105001,3.08556353439391
1,1.4949564824791,4.1211619341041
1,1.40020243617516,1.69840370142547
1,2.22392540752129,0.886718519802602
1,2.422418527787,0.641519030744377
1,2.14108431286028,1.4652266592289
1,1.68839391542185,3.50343352385569
1,1.55196670870553,2.50211778687014
1,0.76982775311981,1.468417659933
1,3.2612422743883,2.51186704549434
1,1.91924623863197,1.60295627726034
1,1.94784640666968,2.57068607344883
1,4.18000239748484,0.850228060511163
1,3.5448636020376,2.37197921572623
1,2.3221515753628,3.16477023806309
1,1.57876030666143,1.20705140246931
1,0.154631710578532,3.92495724374434
1,-0.123549881014757,2.02598126209653
1,3.64219199076734,1.94417153831153
1,2.52487589103592,0.711617208822257
1,4.65578827214279,-0.23541403009446
1,0.988877476380962,3.0848644060284
1,2.12917729367619,1.56944905124192
1,0.859735855151874,1.44974176599153
1,1.40530123092911,0.997606264706825
1,2.01585569306556,2.45987272143994
1,0.452708032954302,3.50946700524076
1,2.89601318433245,1.67210333434719
1,0.380671677633862,3.28459069389616
1,2.19528215381125,1.203911171528
1,1.89137576479287,1.83698596635352
1,3.69934666853318,0.852155161675545
1,2.06777206140422,1.40270405890917
1,1.51236148479691,2.50635593025536
1,1.75802598037075,1.70379350250228
1,1.00819713574327,2.2528521483735
1,2.63301734418017,0.609777146700577
1,3.76431406899432,1.09733558080356
1,2.19992048382743,3.06674292731745
1,2.0360734877997,2.69607146265224
1,0.297328148393979,3.26785097821889
1,4.48355008932625,1.10581723070635
1,2.21517717074704,0.319958391047437
1,1.08826057576712,2.41339576391645
1,1.59461252331819,3.18163309125181
1,2.81546473507257,1.65844714525359
1,3.45374735124973,1.5971246867223
1,1.82909594424743,1.65052297470773
1,2.54352210794063,1.29073503392386
1,2.78679578940201,1.86723193234563
1,3.31022390674737,2.03635197492135
1,2.85086043761444,1.19042865251774
1,1.55322521239042,2.23490989798135
1,0.563854293772926,2.17311801300752
1,2.24352176562534,2.79480769767098
1,2.83134881791503,1.6754416964355
1,0.258286905542646,3.4296568355449
1,2.09710422467608,1.88499455886566
1,2.99195067770175,0.759891673686286
1,1.71842031167559,3.93021247108062
1,1.3884470221833,2.57910521282825
1,2.66029337814483,0.178382275881208
1,-0.134626048348622,3.12702166364007
1,2.8678217425811,-0.41714730649052
1,1.84980971179168,1.84232328347239
1,3.79133204114731,1.68653518168931
1,1.79069886370327,2.11520092793383
1,3.53411686438439,1.29987824432103
1,2.07843753274893,1.28592135045317
1,2.16655966873187,2.14649798330717
1,2.89078070962027,1.14940643109659
1,2.75837455680685,1.06505273323571
1,2.62767182324743,1.90122428673
1,1.29992418327579,1.85865372150133
1,1.73860607411054,1.20934549524743
1,1.89363134601125,2.72097975450661
1,4.74740354224873,0.553608596987507
1,2.54356763425028,2.38021311680901
1,1.19132587234213,3.2713322839021
1,2.45605250463262,0.529876546062739
1,1.73469518372192,2.68844080721828
1,1.58497897128842,1.80950630378445
1,1.20750598428071,1.39292268699155
1,2.71088999844844,2.74233032009576
1,1.85684894424936,1.6255474112988
1,3.48289118430819,1.11774828147613
1,2.04170917440232,2.39747023389649
1,0.819872826072132,2.01539187158205
1,1.36535010578694,1.70940712935685
1,2.57685037887132,-0.118406470722414
1,2.26090968267475,2.86298644682533
1,2.0147936485562,1.72262907114625
1,1.04380389189584,2.88808639544941
1,0.486135920322768,2.8992035571804
1,1.12913478143465,3.81529599494715
1,2.64659752279178,1.98619246451473
1,2.10239306319965,1.3640052434484
1,2.97208502373943,2.16856004881703
1,1.57171437693286,1.59586582976547
1,1.80961593443278,2.44148511780935
1,1.02215508549585,2.64804328853444
1,-0.150310529743739,2.53565042786858
1,1.23456068422988,2.78482340976835
1,2.52228216852483,1.74734056063755
1,1.55947380379709,3.25905150655324
1,1.88253151068358,2.09182489120299
1,3.19480563237129,1.70047385457931
1,1.67092702553501,3.61154188934673
1,1.08194179718118,2.38298572417104
1,3.32029371983474,2.83875789761186
1,4.16259607787676,0.645269613159763
1,1.42490389576331,1.06960765211484
1,4.2678598535587,0.198490988124996
1,2.38031569699439,2.33390596947273
1,3.01967413681758,1.90147567317428
1,-0.185946440112586,3.90114134326943
1,2.47543542123273,2.10027606963787
1,1.27267184915681,3.21804658871056
1,3.42398359867007,1.70779713735388
1,2.34923644593443,2.57027122761144
1,2.40461114460805,2.11556465395803
1,0.480800950492023,4.10176858111729
1,2.49988106566767,2.14918706450778
1,4.07670993327744,0.695211828077746
1,2.95237088517827,1.98522275403982
1,1.90445229162469,1.924743359518
1,0.816974289021652,3.0637724512973
1,-0.581855442580756,3.96547493474305
1,2.29294030270385,1.77843859990742
1,0.533640504539765,1.79511882826769
1,3.05773736712652,1.15908434964293
1,2.35059376501539,1.84917496560716
1,2.47304826102349,0.967464525315754
1,1.62417656366046,0.617951625437215
1,2.28860021110496,1.69148192193037
1,2.01786021321135,2.55435900672503
1,2.31025498542118,3.28971219816338
1,2.67261453361101,1.42335510555671
1,1.85397360804716,3.54649638501528
1,2.47135788057105,2.26808810514265
1,2.66602069601032,0.992440537942989
1,3.16332484782536,-0.283007603813438
1,2.76917066826001,3.57243461892381
1,1.52272770861699,2.14979881914112
1,2.36869617615646,1.35195333710852
1,2.50660194131523,1.61631275810958
